Graph,,
Time (Seconds),omegaMes (User unit),omegaRef (User unit)
0,Null,Null
0.05,0,1
0.1,0.191823,1
0.15,0.344091,1
0.2,0.466231,1
0.25,0.581744,1
0.3,0.667278,1
0.35,0.748051,1
0.4,0.79109,1
0.45,0.82304,1
0.5,0.858069,1
0.55,0.87479,1
0.6,0.920242,1
0.65,0.903761,1
0.7,0.963291,1
0.75,0.965108,1
0.8,0.945037,1
0.85,0.961291,1
0.9,0.972967,1
0.95,0.976282,1
1,0.977511,1
1.05,0.98244,1
1.1,0.981864,1
1.15,0.980308,1
1.2,0.997619,1
1.25,0.998002,1
1.3,1.001328,1
1.35,0.995576,1
1.4,1.001979,1
1.45,1.01457,1
1.5,1.001233,1
1.55,0.94872,1
1.6,1.014786,1
1.65,1.020793,1
1.7,0.984061,1
1.75,0.989583,1
1.8,1.015631,1
1.85,1.004646,1
1.9,0.977346,1
1.95,0.996809,1
2,1.005272,1
2.05,1.017476,1
2.1,1.019527,1
2.15,0.986645,1
2.2,1.012193,1
2.25,0.995181,1
2.3,1.006927,1
2.35,1.016664,1
2.4,1.004828,1
2.45,1.013418,1
2.5,1.019141,1
2.55,0.989097,1
2.6,0.992834,1
2.65,0.994916,1
2.7,1.014822,1
2.75,1.030842,1
2.8,0.989478,1
2.85,0.958768,1
2.9,0.977035,1
2.95,0.99122,1
3,0.975904,1
3.05,0.983524,1
3.1,0.994519,1
3.15,1.018368,1
3.2,1.018799,1
3.25,1.010924,1
3.3,0.995121,1
3.35,1.014333,1
3.4,1.002909,1
3.45,1.023303,1
3.5,1.012675,1
3.55,0.982546,1
3.6,0.989688,1
3.65,1.00085,1
3.7,0.98133,1
3.75,0.998989,1
3.8,1.014175,1
3.85,1.008931,1
3.9,0.992186,1
3.95,0.99916,1
4,1.012451,1
4.05,0.980734,1
4.1,1.042553,1
4.15,1.022843,1
4.2,1.002804,1
4.25,0.994877,1
4.3,1.000477,1
4.35,0.999765,1
4.4,0.987363,1
4.45,1.008225,1
4.5,1.007643,1
4.55,1.005502,1
4.6,0.976323,1
4.65,0.976495,1
4.7,0.989602,1
4.75,0.983512,1
4.8,0.997084,1
4.85,1.028006,1
4.9,0.977867,1
4.95,0.986779,1
5,1.00668,1
5.05,1.006402,-1
5.1,0.603322,-1
5.15,0.292033,-1
5.2,0.042052,-1
5.25,-0.159334,-1
5.3,-0.317929,-1
5.35,-0.452235,-1
5.4,-0.575651,-1
5.45,-0.65276,-1
5.5,-0.726683,-1
5.55,-0.763782,-1
5.6,-0.827581,-1
5.65,-0.843818,-1
5.7,-0.873522,-1
5.75,-0.912348,-1
5.8,-0.929026,-1
5.85,-0.981235,-1
5.9,-0.943539,-1
5.95,-0.977768,-1
6,-0.975824,-1
6.05,-0.970029,-1
6.1,-0.979758,-1
6.15,-1.007532,-1
6.2,-1.023592,-1
6.25,-0.963992,-1
6.3,-0.969724,-1
6.35,-0.980352,-1
6.4,-0.976914,-1
6.45,-1.001067,-1
6.5,-0.994729,-1
6.55,-1.00195,-1
6.6,-0.99091,-1
6.65,-0.989838,-1
6.7,-1.008287,-1
6.75,-1.014105,-1
6.8,-1.004797,-1
6.85,-0.985857,-1
6.9,-0.98112,-1
6.95,-1.015369,-1
7,-1.0286,-1
7.05,-0.983367,-1
7.1,-0.995845,-1
7.15,-0.981781,-1
7.2,-1.008003,-1
7.25,-0.98797,-1
7.3,-1.01145,-1
7.35,-0.995369,-1
7.4,-1.002204,-1
7.45,-0.979934,-1
7.5,-0.998171,-1
7.55,-0.990503,-1
7.6,-1.008277,-1
7.65,-0.984842,-1
7.7,-1.007483,-1
7.75,-1.011896,-1
7.8,-1.020892,-1
7.85,-0.982729,-1
7.9,-1.007538,-1
7.95,-0.970475,-1
8,-1.016532,-1
8.05,-1.001762,-1
8.1,-0.993204,-1
8.150001,-0.998444,-1
8.2,-1.002868,-1
8.25,-0.974985,-1
8.3,-1.003605,-1
8.35,-0.994389,-1
8.400001,-1.006771,-1
8.45,-0.981167,-1
8.5,-1.034182,-1
8.55,-0.981092,-1
8.6,-1.015644,-1
8.650001,-0.96653,-1
8.7,-1.023638,-1
8.75,-0.99686,-1
8.8,-1.008116,-1
8.85,-0.934243,-1
8.900001,-1.007468,-1
8.95,-1.009908,-1
9,-1.022489,-1
9.05,-1.021714,-1
9.1,-1.026983,-1
9.150001,-0.990364,-1
9.2,-1.047962,-1
9.25,-0.967278,-1
9.3,-1.012024,-1
9.35,-0.979378,-1
9.400001,-0.971437,-1
9.45,-0.966871,-1
9.5,-1.022252,-1
9.55,-1.034274,-1
9.6,-0.970949,-1
9.650001,-1.045848,-1
9.7,-0.966164,-1
9.75,-1.020004,-1
9.8,-0.987526,-1
9.85,-0.989063,-1
9.900001,-0.989888,-1
9.95,-0.999681,-1
10,-1.015049,-1
10.05,-0.983007,-1
10.1,-0.987913,1
10.150001,-0.620205,1
10.2,-0.2966,1
10.25,-0.043307,1
10.3,0.163659,1
10.35,0.323966,1
10.400001,0.45459,1
10.45,0.560364,1
10.5,0.645203,1
10.55,0.708438,1
10.6,0.769457,1
10.650001,0.824222,1
10.7,0.864272,1
10.75,0.89758,1
10.8,0.892478,1
10.85,0.924974,1
10.900001,0.945185,1
10.95,0.945524,1
11,0.956544,1
11.05,0.975192,1
11.1,0.944301,1
11.150001,0.952133,1
11.2,0.999818,1
11.25,0.986833,1
11.3,1.00219,1
11.35,0.985235,1
11.400001,0.980459,1
11.45,0.992308,1
11.5,0.991005,1
11.55,0.998632,1
11.6,1.000349,1
11.650001,0.985062,1
11.7,1.007746,1
11.75,0.989026,1
11.8,1.004854,1
11.85,1.04572,1
11.900001,0.990546,1
11.95,0.99027,1
12,0.975904,1
12.05,1.020611,1
12.1,0.99813,1
12.150001,1.022999,1
12.2,1.032348,1
12.25,0.988581,1
12.3,0.993297,1
12.35,0.98523,1
12.400001,1.001668,1
12.45,1.000138,1
12.5,1.005661,1
12.55,1.003123,1
12.6,1.002422,1
12.650001,1.010205,1
12.7,1.013381,1
12.75,1.085982,1
12.8,1.029618,1
12.85,0.947851,1
12.900001,0.959383,1
12.95,0.985836,1
13,0.97733,1
13.05,0.992451,1
13.1,1.003313,1
13.150001,0.999998,1
13.2,0.993455,1
13.25,1.043767,1
13.3,0.98145,1
13.35,1.027454,1
13.400001,0.989861,1
13.45,0.981607,1
13.5,0.999683,1
13.55,1.008391,1
13.6,0.988176,1
13.650001,0.992886,1
13.7,0.986797,1
13.75,1.011536,1
13.8,0.9754,1
13.85,0.9971,1
13.900001,1.026284,1
13.95,1.037067,1
14,0.976784,1
14.05,0.999165,1
14.1,1.011869,1
14.150001,1.018935,1
14.2,0.987255,1
14.25,0.995243,1
14.3,0.998369,1
14.35,1.010106,1
14.400001,1.024983,1
14.45,0.980433,1
14.5,0.999827,1
14.55,0.989092,1
14.6,1.002237,1
14.650001,0.995206,1
14.7,1.014485,1
14.75,1.019431,1
14.8,0.991664,1
14.85,0.952972,1
14.900001,1.000134,1
14.95,0.977942,1
15,0.978196,1
15.05,0.992953,1
15.1,0.986924,1
15.150001,1.024008,-1
15.2,0.619457,-1
15.25,0.290583,-1
15.3,0.042226,-1
15.35,-0.15577,-1
15.400001,-0.325911,-1
15.45,-0.45933,-1
15.5,-0.578486,-1
15.55,-0.641358,-1
15.6,-0.72185,-1
15.650001,-0.753669,-1
15.7,-0.822802,-1
15.75,-0.841819,-1
15.8,-0.869998,-1
15.85,-0.911016,-1
15.900001,-0.936161,-1
15.95,-0.921357,-1
16,-0.992858,-1
16.049999,-0.934469,-1
16.099998,-0.959193,-1
16.15,-0.965478,-1
16.199999,-0.959004,-1
16.25,-0.969913,-1
16.299999,-0.966569,-1
16.349998,-1.001174,-1
16.4,-0.985862,-1
16.449999,-0.985922,-1
16.5,-0.989172,-1
16.549999,-1.011945,-1
16.599998,-1.018718,-1
16.65,-1.006957,-1
16.699999,-1.007085,-1
16.75,-0.995975,-1
16.799999,-0.998031,-1
16.849998,-1.011918,-1
16.9,-1.024927,-1
16.949999,-0.976864,-1
17,-1.005236,-1
17.049999,-0.985524,-1
17.099998,-0.990894,-1
17.15,-1.008011,-1
17.199999,-1.02158,-1
17.25,-1.019521,-1
17.299999,-1.019358,-1
17.349998,-1.003533,-1
17.4,-0.994511,-1
17.449999,-0.95921,-1
17.5,-0.992751,-1
17.549999,-1.013386,-1
17.599998,-0.985302,-1
17.65,-1.026853,-1
17.699999,-0.963062,-1
17.75,-1.021699,-1
17.799999,-0.99887,-1
17.849998,-0.970226,-1
17.9,-1.014646,-1
17.949999,-1.002971,-1
18,-1.017269,-1
18.049999,-1.008161,-1
18.099998,-1.001454,-1
18.15,-0.994943,-1
18.199999,-0.984996,-1
18.25,-0.972923,-1
18.299999,-1.006567,-1
18.349998,-0.980391,-1
18.4,-0.976495,-1
18.449999,-1.03433,-1
18.5,-1.024293,-1
18.549999,-1.002867,-1
18.599998,-1.010267,-1
18.65,-0.999003,-1
18.699999,-1.002495,-1
18.75,-1.00626,-1
18.799999,-0.988694,-1
18.849998,-1.007845,-1
18.9,-0.996417,-1
18.949999,-0.991148,-1
19,-1.008211,-1
19.049999,-0.988766,-1
19.099998,-1.008902,-1
19.15,-0.979898,-1
19.199999,-1.005741,-1
19.25,-0.992305,-1
19.299999,-0.993035,-1
19.349998,-1.000225,-1
19.4,-0.990483,-1
19.449999,-1.006389,-1
19.5,-1.002774,-1
19.549999,-1.028756,-1
19.599998,-1.022137,-1
19.65,-1.021324,-1
19.699999,-1.014108,-1
19.75,-0.96949,-1
19.799999,-1.00219,-1
19.849998,-0.978843,-1
19.9,-0.977217,-1
19.949999,-1.013215,-1
20,-1.009148,-1
20.049999,-1.007029,-1
20.099998,-1.002979,-1
20.15,-1.00551,-1
20.199999,-0.994529,1
20.25,-0.613744,1
20.299999,-0.281354,1
20.349998,-0.038058,1
20.4,0.164706,1
20.449999,0.326848,1
20.5,0.458779,1
20.549999,0.562686,1
20.599998,0.657972,1
20.65,0.717828,1
20.699999,0.781706,1
20.75,0.801713,1
20.799999,0.855334,1
20.849998,0.864665,1
20.9,0.900441,1
20.949999,0.912079,1
21,0.952815,1
21.049999,0.980554,1
21.099998,0.92906,1
21.15,0.96335,1
21.199999,0.973962,1
21.25,0.977518,1
21.299999,0.992368,1
21.349998,1.002726,1
21.4,0.988258,1
21.449999,0.989507,1
21.5,0.958715,1
21.549999,0.998973,1
21.599998,0.97766,1
21.65,1.021662,1
21.699999,1.015797,1
21.75,0.99524,1
21.799999,0.990728,1
21.849998,1.026117,1
